OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
432,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600013369,Cook_Inlet_75000600013369,75000600013369.000000000000000,75000600013369,75000600013369.000000000000000,102149.993404147215188,157906500.042750030755997,110483200.000000000000000,47424100.000000000000000,30.0328732,432,31000.000000000000000,3100000.000000000000000,107,504,397,270.172580645160281,84.892775385748195,8375350.000000000000000,398,234,502,249,410,107,1967,833.802215603696368,382.819842250802481,0.000002648573172,74.759155273437500,23.914259786450572,13.517265941846738,432,31000.000000000000000,3100000.000000000000000,0.000002648573172,54.902641296386719,54.902638647813546,10.194955947653824,10.020510004920178,316043.634377268550452,6.633383512496948,24.724489212036154,157109900.000000000000000,797400.000000000000000,0.5049798,8239241.334773579612374,5.217797451367087,150118.297142878203886,0.095067838944082,539.507074087128672,525.586938032620196,535.178390739373413,517.870522135458828,525.219238755905849,527.757193619304871,517.982081259082634,539.660218368625351,516.124153854814608,526.444157426534161,522.717015616112121,531.004260727642986,524.584623383461576,525.865277919380105,516.325287051327336,521.228888088130134,511.069668090076675,529.683936714776223,528.247965736848073,190205040302,32658,247-41-10200-2053-3249-4025,S,p,S_p,2,0,0,247-41-10200-2053-3249-4025,Cook_Inlet
433,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600029350,Cook_Inlet_75000600029350,75000600029350.000000000000000,75000600029350,75000600029350.000000000000000,64519.994503102738236,83510974.963499844074249,71428100.000000000000000,12084800.000000000000000,14.4705791,433,239.000000000000000,23900.000000000000000,547,552,5,549.744769874477242,1.009227224857609,131389.000000000000000,6,550,547,550,551,547,1650,942.509518888707589,221.930000738552678,0.000013292870790,58.491172790527344,22.726476629310497,10.693066532088386,433,239.000000000000000,23900.000000000000000,0.000013591436982,8.755737304687500,8.755723713250518,2.560342899490906,1.890502732815477,611.921952978326431,2.853390455245972,4.911307144165046,83512900.000000000000000,0.000000000000000,0.0000000,,,42810.280023604114831,0.051263058588785,531.780588388140359,516.662751503059553,525.016312449940187,509.276523746629493,523.513060856466495,521.844693454544995,510.136053232496693,529.589500544233601,511.465432286514272,512.613072950409446,512.817180339803144,520.133033339757844,519.672316492420464,517.156772187287970,507.726966732087931,511.719716355195317,507.705554471224957,524.644930304178502,523.596722183041038,190205041603,"30913,31186,31989,32020","247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067","CH,CO,S,K","p,r,s,r","S_s, K_r, CH_p, CO_r",1,1,0,247-41-10200-2053-3170-4067,Cook_Inlet
434,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600025438,Cook_Inlet_75000600025438,75000600025438.000000000000000,75000600025438,75000600025438.000000000000000,127780.001003486366244,137294425.053500115871429,117245300.000000000000000,20133700.000000000000000,14.6555882,434,1352.000000000000000,135200.000000000000000,349,380,31,360.444526627218920,9.517029251916544,487321.000000000000000,32,353,380,356,376,349,1482,683.477197388251170,241.764627876542420,0.000008330026503,56.489173889160156,12.463497368847419,10.367340061764745,434,1352.000000000000000,135200.000000000000000,0.000008353609701,19.315019607543945,19.315011253934244,5.068963782097557,3.736094276059125,6853.239033395896513,4.043248653411865,10.718790626525879,126117900.000000000000000,11261100.000000000000000,8.1971045,,,103562.961624135510647,0.075431294157632,522.383356262600842,507.979320711317712,506.637454050468818,499.969033840686961,512.384702902189133,511.042748891746214,495.957975381973483,521.401080223328222,503.770947524729820,503.983241252298910,506.787213475134081,510.878065788805202,516.670579200614156,497.778271060355905,497.862300642750597,496.564098588575973,493.510303612630651,516.304186229337688,505.612787980693213,190205041903,"30856,31003,31052,31325,31401,31888,32129","247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060,247-41-10200-2053-3150-4060","CH,P,CO,K,CO,K,S","p,p,s,r,r,s,p","S_p, CH_p, P_p, CO_s, K_r, K_s, CO_r",1,2,0,247-41-10200-2053-3150-4060,Cook_Inlet
435,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600020024,Cook_Inlet_75000600020024,75000600020024.000000000000000,75000600020024,75000600020024.000000000000000,121470.000304156812490,231449050.089249968528748,201292800.000000000000000,30222600.000000000000000,13.0542507,435,480.000000000000000,48000.000000000000000,225,231,6,228.406249999999773,1.838127018869989,109635.000000000000000,7,230,227,229,230,225,2576,919.154029494357474,407.581291731446129,0.000005195091035,84.058334350585938,21.274767233160063,14.091483484073647,435,480.000000000000000,48000.000000000000000,0.000005451083325,15.220136642456055,15.220131191372730,3.812234309415468,4.158221367729670,1829.872468519424956,2.281835317611694,10.858886909484863,230097200.000000000000000,1418200.000000000000000,0.6125727,32080303.566249802708626,13.860633065410807,1459792.168525479733944,0.630718582756146,532.062354673844425,519.724750403302664,518.866827109658743,512.425364131547667,521.358292314010214,521.600125144526487,510.254652676319836,528.703924549921339,517.269618958272304,516.133760982605054,516.884266155211890,519.319428819653012,525.393028494027817,513.404361382820980,510.415488900670084,508.748502560844031,505.233249515396381,520.998733428123955,516.863568579219532,190205041802,"32022, 32585",247-41-10200-2053-3150,,,"S_r, S_s",1,1,,247-41-10200-2053-3150,Cook_Inlet
436,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600035221,Cook_Inlet_75000600035221,75000600035221.000000000000000,75000600035221,75000600035221.000000000000000,301379.988111094047781,825091574.826000213623047,680259100.000000000000000,144906300.000000000000000,17.5608788,436,679.000000000000000,67900.000000000000000,217,222,5,218.779086892488834,1.580842150740303,148551.000000000000000,6,217,222,219,221,215,6167,1797.881935306603964,992.239044092790436,0.000004950694802,83.924942016601562,21.864385547089999,18.613392454986862,436,679.000000000000000,67900.000000000000000,0.000005377327852,14.848752021789551,14.848746644461698,3.409165279846840,3.616738208620610,2314.823225016004017,2.419418573379517,9.152282905578621,810464500.000000000000000,14700900.000000000000000,1.7815701,534641896.153515994548798,64.797885769984276,343337.149971724487841,0.041612005315183,564.214631728303971,561.732963624884974,561.867156641114889,559.512731755307755,562.089632592633620,562.054686387465608,558.571013389326026,564.243660369228905,558.530497974669515,558.594319568609421,560.085481557746448,562.475628661042720,563.252621725443646,561.692944458315992,557.578024689448739,556.399905057150022,556.692306572456118,562.319768599481563,560.790155181465593,190205041803,"31156,31534,32929","247-41-10200-2053-3150-4131,247-41-10200-2053-3150-4131,247-41-10200-2053-3150-4131","S,K,CO","p,p,p","S_p, K_p, CO_p",2,0,0,247-41-10200-2053-3150-4131,Cook_Inlet
437,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600020381,Cook_Inlet_75000600020381,75000600020381.000000000000000,75000600020381,75000600020381.000000000000000,76569.995703333683196,116881825.018499687314034,99012200.000000000000000,17868800.000000000000000,15.2880278,437,409.000000000000000,40900.000000000000000,350,378,28,355.088019559902136,7.630659957269677,145231.000000000000000,28,351,355,352,370,349,1248,594.111841958919626,197.699895364317172,0.000008378395250,50.314872741699219,10.564098739183621,9.343692703636028,437,409.000000000000000,40900.000000000000000,0.000008378395250,34.622142791748047,34.622134413352796,6.579783979194931,8.225880486150727,2691.131647490727119,3.367229461669922,21.608887863159175,101692900.000000000000000,15188100.000000000000000,12.9944983,,,25210.359973597016506,0.021569101928043,519.406642653647623,504.332166904798385,498.098338481019482,493.877416346538610,504.696341578188139,507.536786988473125,483.774711886451826,515.216495409864820,497.317473327570156,497.302281807989004,499.591132861632786,509.973304472069287,513.827569921539407,488.919372695303025,493.305386675329146,486.010805862375946,486.404468647596900,510.410795595517754,499.510129961241091,190205041904,"30645,30934,31586,32043,32333","247-41-10200-2053-3150-4060-5033,247-41-10200-2053-3150-4060-5033,247-41-10200-2053-3150-4060-5033,247-41-10200-2053-3150-4060-5033-6006,247-41-10200-2053-3150-4060-5033","CO,K,P,K,K","p,r,s,r,s","CO_p, K_r, P_s, K_s",1,2,1,247-41-10200-2053-3150-4060-5033,Cook_Inlet
438,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600002752,Cook_Inlet_75000600002752,75000600002752.000000000000000,75000600002752,75000600002752.000000000000000,206220.005408582102973,806744575.040499925613403,595289300.000000000000000,211459600.000000000000000,26.2113285,438,1526.000000000000000,152600.000000000000000,125,131,6,128.268020969855797,1.291513641352232,195737.000000000000000,7,129,131,128,130,125,2845,1116.944202341033588,443.039835159642735,0.000002314580570,85.460121154785156,25.989860552205091,14.883514075521317,438,1526.000000000000000,152600.000000000000000,0.000002702084657,8.942461967468262,8.942459265383604,1.581505904838730,1.905310182092436,2413.378010783901573,0.679217666387558,4.299764633178711,806495800.000000000000000,253100.000000000000000,0.0313728,184311928.088964760303497,22.846379609024577,118794.338592069281731,0.014725148735720,547.710321654364407,536.319516133150501,541.664094902616739,528.132660557915187,535.187884665557362,537.437435979649877,526.924209729257541,541.824416037452465,528.034724966026147,531.525963824476207,531.628023873653206,538.209473246868015,535.913650617645999,537.881735474436709,529.456732307598372,531.934130427408149,526.012561001629365,538.358226234437439,537.485698183078398,190205040408,"30623,31079,31855","247-41-10200-2053-3249,247-41-10200-2053-3249,247-41-10200-2053-3249","CO,CH,S","s,s,s","S_s, CO_s, CH_s",1,3,0,247-41-10200-2053-3249,Cook_Inlet
439,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600030590,Cook_Inlet_75000600030590,75000600030590.000000000000000,75000600030590,75000600030590.000000000000000,125940.001905759854708,190537900.027249723672867,159792600.000000000000000,30743600.000000000000000,16.1353073,439,57152.000000000000000,5715200.000000000000000,378,457,79,413.777628079507338,14.247716509285775,23648219.000000000000000,80,410,457,412,435,378,1650,798.506567255987306,257.475291989850973,0.000009165463780,62.365024566650391,17.276254638310096,12.278264994744053,439,57152.000000000000000,5715200.000000000000000,0.000009165463780,24.675899505615234,24.675890340151454,2.903391696193520,2.672786352724439,165934.642220852052560,2.690217733383179,5.759861373901368,184253500.000000000000000,6282700.000000000000000,3.2973788,,,120610.453563970557298,0.063299980500846,529.055754234623691,515.034279575218534,518.119013079930141,506.572847049537188,517.667533518561982,517.869024363875951,503.949073719323565,525.017803965865255,508.907493694112873,510.218030484496865,510.360167254301587,515.449325115121155,518.434647064437740,507.745978454484714,503.356103984443109,504.049890257075106,500.229637727632337,520.067163615102118,518.241575091770073,190205041604,"30861,30913,31186,31801,31989,32020,32479","247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067,247-41-10200-2053-3170-4067","K,CH,CO,S,S,K,CO","s,p,r,r,s,r,s","S_s, CH_p, CO_s, K_r, S_r, K_s, CO_r",1,3,0,247-41-10200-2053-3170-4067,Cook_Inlet
440,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000600039012,Cook_Inlet_75000600039012,75000600039012.000000000000000,75000600039012,75000600039012.000000000000000,294200.017512447084300,1634739774.911500692367554,1326664400.000000000000000,308071800.000000000000000,18.8453522,440,1603.000000000000000,160300.000000000000000,90,104,14,93.029943855271341,2.959970272539057,149127.000000000000000,15,90,104,93,96,90,5154,1252.347849151395621,686.831946285382742,0.000001365278536,83.750686645507812,21.853660813877955,16.681442357695740,440,1603.000000000000000,160300.000000000000000,0.000002016571671,12.108519554138184,12.108517537566513,2.597051292473614,2.507437486708836,4163.073221835203185,2.442048072814941,6.188279533386231,1618832700.000000000000000,15903500.000000000000000,0.9728481,689892817.221013545989990,42.201996171431141,2482738.541489966213703,0.151873624144514,551.057632898652855,543.329781749306676,545.199484117497832,538.289899989541141,543.415863077593144,543.650769476662958,537.161543499106983,548.610700786270627,536.350049655505813,538.024179084104503,539.199365489145862,542.853116531131036,544.305107896773734,542.603563585556799,537.386572334852758,536.389566116919582,533.767165834223192,544.005215011335281,543.950296460680988,190205040205,"31641, 31747",247-41-10200-2053-3250,,,"CO_s, S_s",1,2,,247-41-10200-2053-3250,Cook_Inlet
441,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000200003655,Cook_Inlet_75000200003655,75000200003655.000000000000000,75000200003655,75000200003655.000000000000000,107559.991903673668276,103592699.942250132560730,73292700.000000000000000,30280500.000000000000000,29.2358456,441,100.000000000000000,10000.000000000000000,157,159,2,158.150000000000034,0.638357266740180,15815.000000000000000,3,158,157,158,159,157,1597,815.026887264278798,312.142960268262470,0.000003610648491,66.636100769042969,13.441231779972002,11.019130243177443,441,100.000000000000000,10000.000000000000000,0.000003935796485,4.876447200775146,4.876443264978661,1.900321133970488,1.392589647082304,190.032113397048789,1.917266607284546,3.434779405593872,100983700.000000000000000,2589500.000000000000000,2.5001640,,,346583.213721421780065,0.334563356215864,510.747027223264070,501.448882529449804,495.837182784730373,488.741289252429283,503.804393414509548,501.595366368901296,488.432637014202953,506.223948859358813,501.239062807755715,492.017989209565542,501.027150845962069,503.530137139723990,514.632367253312054,494.039416567211219,492.280764715199723,488.835829152718361,491.745725728277648,507.950707325822350,503.522294377310288,190205050103,"33566,34508,35123","247-41-10200-2250-3050,247-41-10200-2250-3050,247-41-10200-2250-3050","CO,K,K","p,s,r","K_s, CO_p, K_r",1,1,0,247-41-10200-2250-3050,Cook_Inlet
442,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000200018778,Cook_Inlet_75000200018778,75000200018778.000000000000000,75000200018778,75000200018778.000000000000000,205699.995906994765392,420510075.125999629497528,314406800.000000000000000,106036900.000000000000000,25.2202377,442,63425.000000000000000,6342500.000000000000000,64,115,51,84.336775719353000,9.130651959909093,5349060.000000000000000,52,86,115,85,95,64,2221,771.555050057831750,461.394414290989857,0.000000955805490,76.142631530761719,15.034713285872240,12.895931282745870,442,63425.000000000000000,6342500.000000000000000,0.000000955805490,38.029407501220703,38.029406545415213,2.424141849410491,3.974330151343354,153751.196798860415583,1.519226193428040,5.437888717651367,395455100.000000000000000,24988600.000000000000000,5.9433880,4690106.016389208845794,1.115337370925985,3003103.506731017027050,0.714157325679101,506.198724155917944,500.917292308902290,492.523902512429686,488.041607923951062,504.159315740207660,500.900375147129694,488.948969718002274,506.281435040469034,499.740428716079350,491.966806240493781,500.138778990778974,503.738803239196898,514.159317340677489,494.384619547465206,488.104019558684683,486.593503538652953,492.279919869624507,502.844918764086174,497.198951355409349,190205050306,"32997,33665,34173,34283,34662,34745","247-41-10200-2230,247-41-10200-2230,247-41-10200-2230,247-41-10200-2230,247-41-10200-2230,247-41-10200-2230","K,CO,CO,CH,P,K","r,r,s,s,s,s","CH_s, P_s, CO_s, K_r, K_s, CO_r",1,4,0,247-41-10200-2230,Cook_Inlet
443,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000200005513,Cook_Inlet_75000200005513,75000200005513.000000000000000,75000200005513,75000200005513.000000000000000,251070.004408903041622,468877500.074999868869781,436266800.000000000000000,32597200.000000000000000,6.9523787,443,1213.000000000000000,121300.000000000000000,55,72,17,58.092333058532567,2.989354387095002,70466.000000000000000,18,57,72,57,60,55,451,180.244890629265313,73.711298768467387,0.000001024557150,46.071571350097656,2.542268161221051,3.562860195565055,443,1213.000000000000000,121300.000000000000000,0.000001024557150,36.623939514160156,36.623938489603006,4.005872549355253,7.077516723143998,4859.123402367921699,2.417387247085571,10.899782943725587,276889700.000000000000000,191974300.000000000000000,40.9445610,,,7444076.831818468868732,1.587637886362161,500.154156029168405,495.510915612278040,476.453535923771028,479.861108731589979,491.593342097107325,493.108463305414830,474.012194910930475,494.185405779245912,487.678328722996184,486.529262754363856,490.944622167888440,493.519397400004095,505.089945878750257,480.597957157347537,469.325803364344779,469.628474966463330,473.988459462214280,484.194083262625384,479.772934582108860,190205050706,"32961,33017,33039,33633,33683,34304,34414","247-41-10200-2081-3100,247-41-10200-2081-3100,247-41-10200-2081-3100,247-41-10200-2081-3100,247-41-10200-2081-3100,247-41-10200-2081-3100,247-41-10200-2081-3100","CO,K,CO,K,S,P,S","r,r,s,s,r,s,s","S_s, CO_s, P_s, K_r, S_r, K_s, CO_r",1,4,0,247-41-10200-2081-3100,Cook_Inlet
444,1,D:\GIS\AKSSF_awcHuc12_cv_Final\AKSSF_awcHuc12_cv_Final.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000200003229,Cook_Inlet_75000200003229,75000200003229.000000000000000,75000200003229,75000200003229.000000000000000,175349.993806990794837,281551125.136499464511871,265563700.000000000000000,15987200.000000000000000,5.6782627,444,7225.000000000000000,722500.000000000000000,53,75,22,64.930103806228402,7.059232364848197,469120.000000000000000,23,74,75,65,74,53,167,99.825815509736231,20.328439238388135,0.000000892406263,34.258018493652344,1.287677442931350,2.024117302046671,444,7225.000000000000000,722500.000000000000000,0.000001105423735,16.589166641235352,16.589165535811617,1.794115552094061,2.208381537237639,12962.484863879588374,0.678702950477600,4.043137073516846,98731400.000000000000000,182819500.000000000000000,64.9330215,,,14272200.959385070949793,5.069132986936469,489.550483002424755,489.053822532345237,466.256771435901555,478.776125231022093,485.257676289342839,486.756911589955394,471.931051753113081,490.204822919067340,486.122476857045115,482.776138179722750,485.244419420900044,488.880494294003711,499.217076351269498,479.663503919106574,462.303959524144489,464.087759311435832,472.104620057532998,479.640415373886412,475.760874643687089,190205050907,"33848,34685","247-41-10200-2081-3050,247-41-10200-2081-3050","CO,K","r,r","K_r, CO_r",2,0,0,247-41-10200-2081-3050,Cook_Inlet
