OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_wetland_area,wetland_area,wtd_wet_per,O1Region,wtd_glacier_area_sqm,wtd_glacier_per,FType,wtd_lake_area_sqm,wtd_lake_per
52,25203525.000000000000000,8730900.000000000000000,Cook_Inlet,25.7287407,75004400010810.0,Cook_Inlet_75004400010810,1357377.000000000000000,33934425.000000000000000,205,1600,1395,699.589705733928099,294.732844868496386,949606976.000000000000000,1395,516,1597,679,1109,52,1357377.000000000000000,33934425.000000000000000,0.000000000000000,68.881744384765625,68.881744384765625,21.639077619065702,11.679867216635197,29372386.261334545910358,21.195869445800781,37.276916503906257,33731000.000000000000000,203425.000000000000000,0.5994650, 1,1221099.593747308710590,3.598384417278341,390,493311.661147021397483,1.453710248879564
53,102957050.000000000000000,38660050.000000000000000,Cook_Inlet,27.2989979,75004400002950.0,Cook_Inlet_75004400002950,5664684.000000000000000,141617100.000000000000000,127,1478,1351,777.641366049713270,266.592374425241132,4405092604.000000000000000,1352,386,127,777,1140,53,5664684.000000000000000,141617100.000000000000000,0.000000000000000,64.584533691406250,64.584533691406250,20.595190230925930,11.520616176299447,116665244.578082412481308,21.295101165771484,35.335891723632812,140640300.000000000000000,976800.000000000000000,0.6897472,,,,390,1721071.712733586784452,1.215303016671123
54,52889400.000000000000000,13754125.000000000000000,Cook_Inlet,20.6383514,75004400009144.0,Cook_Inlet_75004400009144,2665741.000000000000000,66643525.000000000000000,56,872,816,173.285372434909277,115.507000634668984,461933922.000000000000000,817,80,872,129,327,54,2665741.000000000000000,66643525.000000000000000,0.000000000000000,57.065727233886719,57.065727233886719,9.210391512924231,8.374328363751653,24552518.282054152339697,6.935899734497070,21.590810775756836,63860250.000000000000000,2783275.000000000000000,4.1763620,,,,390,8707364.832892045378685,13.065717496740231
55,1007497975.000000000000000,366961625.000000000000000,Cook_Inlet,26.6986103,75004400006357.0,Cook_Inlet_75004400006357,54978384.000000000000000,1374459600.000000000000000,126,1978,1852,760.259321281588768,404.393038850099458,41797828905.000000000000000,1853,126,1974,752,1317,55,54978384.000000000000000,1374459600.000000000000000,0.000000000000000,79.128753662109375,79.128753662109375,22.561824398257830,14.314432015339765,1240412645.507987976074219,22.013347625732422,41.773189544677734,1368694925.000000000000000,5764675.000000000000000,0.4194139, 1,191668363.865326583385468,13.945015185619052,390,67438650.683669179677963,4.906563550269616
56,89670850.000000000000000,29267100.000000000000000,Cook_Inlet,24.6070328,75004400007385.0,Cook_Inlet_75004400007385,4757518.000000000000000,118937950.000000000000000,18,150,132,75.921037398071945,15.912243023991346,361195702.000000000000000,133,62,18,75,96,56,4757518.000000000000000,118937950.000000000000000,0.000000000000000,43.429924011230469,43.429924011230469,4.827626432830199,4.186507140845839,22967519.651465460658073,4.571185111999512,10.211871147155762,100712350.000000000000000,18225600.000000000000000,15.3236208,,,,390,10245656.134223299100995,8.614250154105012
57,99287150.000000000000000,32343475.000000000000000,Cook_Inlet,24.5713902,75004400007948.0,Cook_Inlet_75004400007948,5265225.000000000000000,131630625.000000000000000,147,1564,1417,831.766791922460129,345.496521866750982,4379439307.000000000000000,1418,292,1564,877,1264,57,5265225.000000000000000,131630625.000000000000000,0.000000000000000,67.628715515136719,67.628715515136719,23.875416639879440,11.787080315733434,125709440.577709227800369,24.901622772216797,38.720046997070312,130644625.000000000000000,986000.000000000000000,0.7490658,,,,390,312774.540453666762915,0.237616480057814
58,113807375.000000000000000,30539275.000000000000000,Cook_Inlet,21.1568985,75004400009261.0,Cook_Inlet_75004400009261,5773866.000000000000000,144346650.000000000000000,135,1600,1465,560.446592629620227,335.530930512849466,3235943526.000000000000000,1465,205,1599,443,1071,58,5773866.000000000000000,144346650.000000000000000,0.000000000000000,68.881744384765625,68.881744384765625,19.397763666493695,12.277429649330541,112000088.110003292560577,18.641000747680664,36.388633728027344,142117800.000000000000000,2228850.000000000000000,1.5440954, 1,1221335.842108348384500,0.846112912021358,390,6316951.950382489711046,4.376236597306843
59,76126525.000000000000000,22616875.000000000000000,Cook_Inlet,22.9046955,75004400001510.0,Cook_Inlet_75004400001510,3949736.000000000000000,98743400.000000000000000,19,120,101,47.525641966956996,19.193876752374347,187713739.000000000000000,102,41,120,41,81,59,3949736.000000000000000,98743400.000000000000000,0.000000000000000,38.812316894531250,38.812316894531250,3.758554178245794,4.014620398310481,14845296.745767828077078,3.137692689895630,8.800845146179199,73755425.000000000000000,24987975.000000000000000,25.3059692,,,,390,7242793.348666641861200,7.334956839934185
60,74256525.000000000000000,21801825.000000000000000,Cook_Inlet,22.6964397,75004400007387.0,Cook_Inlet_75004400007387,3842334.000000000000000,96058350.000000000000000,7,105,98,36.575738600548384,13.246834247295354,140536204.000000000000000,99,27,105,35,52,60,3842334.000000000000000,96058350.000000000000000,0.000000000000000,45.862838745117188,45.862838745117188,4.584955473790282,4.698177670568088,17616930.305430509150028,4.025749683380127,10.557372093200684,84640825.000000000000000,11417525.000000000000000,11.8860312,,,,390,11985258.433448188006878,12.477062242444312
61,50262675.000000000000000,16264850.000000000000000,Cook_Inlet,24.4483013,75004400010320.0,Cook_Inlet_75004400010320,2661101.000000000000000,66527525.000000000000000,10,137,127,67.778249303576828,20.685030676544731,180364767.000000000000000,128,60,137,65,96,61,2661101.000000000000000,66527525.000000000000000,0.000000000000000,38.185588836669922,38.185588836669922,3.652110898283221,3.722070013197650,9718635.963532377034426,3.225359678268433,8.169398307800293,50539575.000000000000000,15987950.000000000000000,24.0320835,,,,390,1887698.382482540328056,2.837427961190874
62,230606150.000000000000000,121729125.000000000000000,Cook_Inlet,34.5492287,75004400001568.0,Cook_Inlet_75004400001568,14093411.000000000000000,352335275.000000000000000,35,1511,1476,305.212480002182701,231.796502978536097,4301484923.000000000000000,1475,84,1509,223,614,62,14093411.000000000000000,352335275.000000000000000,0.000000000000000,47.587100982666016,47.587100982666016,5.077240889853990,5.176312433058142,71555642.606718018651009,4.377955913543701,10.671894073486328,313824450.000000000000000,38510825.000000000000000,10.9301643,,,,390,2495774.543793203309178,0.708354844857863
63,98273175.000000000000000,28241750.000000000000000,Cook_Inlet,22.3228607,75004400008917.0,Cook_Inlet_75004400008917,5060597.000000000000000,126514925.000000000000000,7,120,113,45.077538677748990,19.908875131496444,228119257.000000000000000,114,41,120,40,80,63,5060597.000000000000000,126514925.000000000000000,0.000000000000000,38.812316894531250,38.812316894531250,3.538487052092900,3.887567768216832,17906856.960360173135996,2.825371980667114,8.404790496826207,89301025.000000000000000,37213900.000000000000000,29.4146328,,,,390,7255845.435036779381335,5.735161024041611
64,1241226825.000000000000000,432428150.000000000000000,Cook_Inlet,25.8373528,75004400001952.0,Cook_Inlet_75004400001952,66946199.000000000000000,1673654975.000000000000000,126,1976,1850,746.036773514184574,406.877679906891331,49944326301.000000000000000,1851,126,1974,738,1305,64,66946199.000000000000000,1673654975.000000000000000,0.000000000000000,79.128753662109375,79.128753662109375,22.656588472293752,14.170475455422302,1516772480.527283430099487,22.409551620483398,41.425647735595703,1666260000.000000000000000,7394975.000000000000000,0.4418458, 1,191837959.233878135681152,11.462226071280316,390,86823468.577360302209854,5.187660612637805
65,52669050.000000000000000,22148475.000000000000000,Cook_Inlet,29.6033249,75004400009919.0,Cook_Inlet_75004400009919,2992701.000000000000000,74817525.000000000000000,238,1677,1439,895.067086220773376,290.721247972858009,2678668164.000000000000000,1440,439,1677,922,1257,65,2992701.000000000000000,74817525.000000000000000,0.000000000000000,78.096794128417969,78.096794128417969,27.076873598197707,13.606156636159701,81032986.694199874997139,27.313199996948242,44.678890228271484,74674425.000000000000000,143100.000000000000000,0.1912653, 1,4357985.398034811951220,5.824820591335174,390,520533.524645178637002,0.695737620920154
66,3755479700.000000000000000,1403412775.000000000000000,Cook_Inlet,27.2037601,75004400001498.0,Cook_Inlet_75004400001498,206355699.000000000000000,5158892475.000000000000000,12,1975,1963,543.495176738483792,445.894910851627117,112153327099.000000000000000,1964,58,1974,410,1218,66,206355699.000000000000000,5158892475.000000000000000,0.000000000000000,79.128753662109375,79.128753662109375,14.326520563028764,13.560469867548584,2956359165.021674156188965,9.135764122009277,35.297637939453125,4828419375.000000000000000,330473100.000000000000000,6.4058924, 1,527949292.910293519496918,10.233784048287330,390,281248332.983373284339905,5.451725653095445
67,263496500.000000000000000,96984700.000000000000000,Cook_Inlet,26.9042320,75004400011711.0,Cook_Inlet_75004400011711,14419248.000000000000000,360481200.000000000000000,3,2000,1997,702.857624683330414,453.486807743194618,10134678399.000000000000000,1998,49,1999,719,1291,67,14419248.000000000000000,360481200.000000000000000,0.000000000000000,83.712928771972656,83.712928771972656,25.061316307837714,14.855938886131494,361365335.049156367778778,25.133035659790039,44.891563415527344,347360625.000000000000000,13120575.000000000000000,3.6397390, 1,95704024.830319002270699,26.548997187140500,390,5965727.837117385119200,1.654936580229374
68,12723300.000000000000000,2626125.000000000000000,Cook_Inlet,17.1089478,75004400003452.0,Cook_Inlet_75004400003452,613977.000000000000000,15349425.000000000000000,420,1337,917,832.555701597949678,231.931750431794683,511170052.000000000000000,918,420,1337,849,1127,68,613977.000000000000000,15349425.000000000000000,0.000000000000000,67.970054626464844,67.970054626464844,25.795566283908414,10.081588946556176,15837884.400295237079263,26.721639633178711,37.938469696044926,15349425.000000000000000,0.000000000000000,0.0000000,,,,390,396475.457217813178431,2.583035894870028
69,32053250.000000000000000,11462450.000000000000000,Cook_Inlet,26.3409519,75004400007388.0,Cook_Inlet_75004400007388,1740628.000000000000000,43515700.000000000000000,23,120,97,60.186960108650503,20.171798223900186,104763108.000000000000000,98,41,120,54,89,69,1740628.000000000000000,43515700.000000000000000,0.000000000000000,38.812316894531250,38.812316894531250,5.050787361242532,4.550104101297171,8791541.903024867177010,4.608834266662598,11.194292068481445,36791600.000000000000000,6724100.000000000000000,15.4521246,,,,390,3344463.100417226552963,7.685613649726932
70,298358125.000000000000000,112135425.000000000000000,Cook_Inlet,27.3172188,75004400000627.0,Cook_Inlet_75004400000627,16419742.000000000000000,410493550.000000000000000,4,1523,1519,791.517372136550307,283.351316061469049,12996511039.000000000000000,1520,812,1519,822,1139,70,16419742.000000000000000,410493550.000000000000000,0.000000000000000,70.145759582519531,70.145759582519531,23.329205956136292,10.405869532773499,383059542.864621222019196,24.450035095214844,36.093826293945312,410344250.000000000000000,149300.000000000000000,0.0363709, 1,221297.419906121183885,0.053910145639861,390,276010.736091172730085,0.067238827217926
71,517348475.000000000000000,164796850.000000000000000,Cook_Inlet,24.1586132,75004400003042.0,Cook_Inlet_75004400003042,27285813.000000000000000,682145325.000000000000000,4,160,156,64.922991702676995,19.881933495543954,1771476611.000000000000000,157,57,160,63,91,71,27285813.000000000000000,682145325.000000000000000,0.000000000000000,46.247451782226562,46.247451782226562,4.306200252808286,3.861920307508623,117498174.838679611682892,4.130886077880859,9.105561256408691,561431500.000000000000000,120713825.000000000000000,17.6962032,,,,390,69873506.551383391022682,10.243194581175041
72,59625375.000000000000000,24328475.000000000000000,Cook_Inlet,28.9783916,75004400002041.0,Cook_Inlet_75004400002041,3358154.000000000000000,83953850.000000000000000,151,1614,1463,815.783526306424619,339.915890750414576,2739526712.000000000000000,1464,441,1614,783,1302,72,3358154.000000000000000,83953850.000000000000000,0.000000000000000,69.426879882812500,69.426879882812500,24.936524094741376,12.766755158636689,83740688.134852126240730,26.186271667480469,40.482658386230469,83806850.000000000000000,147000.000000000000000,0.1750962, 1,306704.677992870449089,0.365326527491401,390,5778834.889617665670812,6.883369686390150
73,39842950.000000000000000,15569500.000000000000000,Cook_Inlet,28.0974770,75004400011322.0,Cook_Inlet_75004400011322,2216498.000000000000000,55412450.000000000000000,194,1678,1484,719.549693254862859,311.529559216942005,1594880456.000000000000000,1485,370,1668,703,1147,73,2216498.000000000000000,55412450.000000000000000,0.000000000000000,72.802871704101562,72.802871704101562,27.086692194219733,13.095521297922978,60037599.075103648006916,27.971258163452148,43.332286834716797,55230150.000000000000000,182300.000000000000000,0.3289874, 1,3468775.300561526790261,6.259962775338964,390,17707.117585829520976,0.031955340816656
74,80252775.000000000000000,20811750.000000000000000,Cook_Inlet,20.5925369,75004400001872.0,Cook_Inlet_75004400001872,4042581.000000000000000,101064525.000000000000000,168,1600,1432,528.683104679907956,312.321951001467937,2137244274.000000000000000,1432,205,1598,397,1022,74,4042581.000000000000000,101064525.000000000000000,0.000000000000000,68.881744384765625,68.881744384765625,18.384979508611902,12.247891641668039,74322768.846903815865517,16.893606185913086,36.004878997802734,99769200.000000000000000,1295325.000000000000000,1.2816812, 1,1223141.272321436554193,1.210274544321627,390,5388196.005301069468260,5.331515347082180
75,1039470600.000000000000000,376026125.000000000000000,Cook_Inlet,26.5649586,75004400009331.0,Cook_Inlet_75004400009331,56619869.000000000000000,1415496725.000000000000000,126,1976,1850,761.368066694017784,402.267317193128463,43108560197.000000000000000,1851,126,1974,755,1314,75,56619869.000000000000000,1415496725.000000000000000,0.000000000000000,79.128753662109375,79.128753662109375,22.585150875817952,14.203397974511761,1278768283.934047698974609,22.077733993530273,41.626064300537109,1409734375.000000000000000,5762350.000000000000000,0.4070903, 1,191661199.309234708547592,13.540221904539399,390,67440140.900363788008690,4.764420114010688
76,53782950.000000000000000,13772375.000000000000000,Cook_Inlet,20.3868084,75004400009308.0,Cook_Inlet_75004400009308,2702213.000000000000000,67555325.000000000000000,200,1600,1400,578.243954122049104,330.287479867945933,1562538330.000000000000000,1400,205,1598,500,1075,76,2702213.000000000000000,67555325.000000000000000,0.000000000000000,68.881744384765625,68.881744384765625,18.676670401718638,12.639211840441279,50468341.556239329278469,17.444761276245117,36.419555664062514,66562400.000000000000000,992925.000000000000000,1.4697953, 1,1221099.593747308477759,1.807573899343852,390,5294473.524496302939951,7.837323182032761
